trial,method,rotation_error_x_deg,translation_error_x,worst_rotation_error_deg,worst_translation_error,final_loss,success_rot_le_5deg
108.0,GNN-CORO,2.830298515432425,0.29319638204765386,2.830298515432425,0.29319638204765386,0.01862379240265038,1.0
109.0,ZNN-CORO,0.38979004438706066,0.015198342705302922,0.38979004438706066,0.015198342705302922,0.00042832768706510717,1.0
109.0,GNN-CORO,5.511897123874356,0.27144523704870493,5.511897123874356,0.27144523704870493,0.02390699322408098,0.0
110.0,ZNN-CORO,0.3702837200805508,0.0026058835704808824,0.3702837200805508,0.0026058835704808824,0.0007231862502258701,1.0
110.0,GNN-CORO,16.063689080543938,0.3363007226586291,16.063689080543938,0.3363007226586291,0.06047688733052612,0.0
111.0,ZNN-CORO,0.1778681314111792,0.013700827351582106,0.1778681314111792,0.013700827351582106,0.00035752829461849683,1.0
111.0,GNN-CORO,10.035858494366233,0.4503601373208121,10.035858494366233,0.4503601373208121,0.041596102902364325,0.0
112.0,ZNN-CORO,0.3770827229220549,0.0076273333613602135,0.3770827229220549,0.0076273333613602135,0.0003273146860078349,1.0
112.0,GNN-CORO,3.5042419819842276,0.18093113754049917,3.5042419819842276,0.18093113754049917,0.005889039433756624,1.0
113.0,ZNN-CORO,0.7189290874993777,0.009208025081447588,0.7189290874993777,0.009208025081447588,0.00043200235237925865,1.0
113.0,GNN-CORO,16.93084895595337,0.13598574162623833,16.93084895595337,0.13598574162623833,0.05705914580775665,0.0
114.0,ZNN-CORO,0.37728319992840575,0.02116227238740484,0.37728319992840575,0.02116227238740484,0.00028658876772396784,1.0
114.0,GNN-CORO,1.2524205892329119,0.4485779675271878,1.2524205892329119,0.4485779675271878,0.05276283782728952,1.0
115.0,ZNN-CORO,0.6084592453326245,0.004541807056595164,0.6084592453326245,0.004541807056595164,0.0005573400309786542,1.0
115.0,GNN-CORO,4.839618813166591,0.5202042434142881,4.839618813166591,0.5202042434142881,0.058528730054423016,1.0
116.0,ZNN-CORO,0.6636977403881296,0.0032939063891160177,0.6636977403881296,0.0032939063891160177,0.00040654604815245564,1.0
116.0,GNN-CORO,14.548027454474864,0.35898339102218935,14.548027454474864,0.35898339102218935,0.11296070889862937,0.0
117.0,ZNN-CORO,0.4443099139112211,0.029927503723634667,0.4443099139112211,0.029927503723634667,0.0003022038712093322,1.0
117.0,GNN-CORO,14.2442798399355,0.17402373895068146,14.2442798399355,0.17402373895068146,0.016582212401933454,0.0
118.0,ZNN-CORO,0.24758857734644696,0.025360538495045923,0.24758857734644696,0.025360538495045923,0.0005878749962873011,1.0
118.0,GNN-CORO,13.490633850437082,0.19964059215118002,13.490633850437082,0.19964059215118002,0.05693214639409978,0.0
119.0,ZNN-CORO,0.10509465864776377,0.0074820157082809485,0.10509465864776377,0.0074820157082809485,0.0005411672693093548,1.0
119.0,GNN-CORO,10.718650685869125,0.5774842326568029,10.718650685869125,0.5774842326568029,0.1512381236342855,0.0
